facility_id,name,name_kana,ward,address,lat,lng,map_url,facility_type,phone,website,notes,nearest_station,station_kana,walk_minutes
1410051015220,尚花愛児園,たかしはなあいじその,港北区,〒223-0053 神奈川県横浜市港北区綱島西２丁目１５−８,35.535369,139.6299657,https://maps.google.com/?cid=5102384291662947456,"establishment,point_of_interest,school",045-542-0233,https://www.shoka-aijien.or.jp/,,綱島駅,つなしま,8
1410051019289,ポピンズナーサリースクール小机,ぽぴんずなーさりーすくーるこづくえ,港北区,〒222-0036 神奈川県横浜市港北区小机町２５８０−１,35.507964,139.600842,https://maps.google.com/?cid=3413805028578412476,"establishment,point_of_interest,school",045-470-6621,https://www.poppins.co.jp/educare/room-search/kodukue/?utm_source=gmap&utm_medium=room&utm_campaign=202210,,小机駅,こづくえ,1
1410051027134,まなびの森　ヴィラ日吉こども園,まなびのもりゔぃらひよしこどもその,港北区,〒223-0051 神奈川県横浜市港北区箕輪町１丁目２−１ １,35.5509782,139.6470934,https://maps.google.com/?cid=8919426728818398577,"establishment,point_of_interest,school",,http://kodomonomori.co.jp/vh/,,日吉駅,ひよし,4
1410051015600,おおくらやまえきまえのぞみ保育園,おおくらやまえきまえのぞみほいくえん,港北区,〒222-0037 神奈川県横浜市港北区大倉山３丁目５−１６,35.520741,139.6297087,https://maps.google.com/?cid=6366156800715038215,"establishment,point_of_interest,school",045-717-6660,https://shkb.org/ookurayamaekimae/,,大倉山駅前駅,おおくらやま,2
1410051017119,アスクバイリンガル保育園ゆめみらい,あすくばいりんがるほいくえんゆめみらい,港北区,〒223-0052 神奈川県横浜市港北区綱島東４丁目１−５,35.5427877,139.6407579,https://maps.google.com/?cid=13478205624683504219,"establishment,point_of_interest,school",045-540-3030,https://list.nihonhoiku.co.jp/nursery/detail/yumemirai/?utm_source=google&utm_medium=map&utm_campaign=gbp,,綱島駅,しんつなしま,13
1410051024586,キッズパートナー小机,きっずぱーとなーこづくえ,港北区,〒222-0036 神奈川県横浜市港北区小机町２１９０ 番,35.509617,139.6007613,https://maps.google.com/?cid=15103266619319498805,"establishment,point_of_interest,school",045-473-5361,https://www.care-partner.com/place/kodukue/,,小机駅,こづくえ,2
1410051025476,光の園第二保育園,ひかりのそのだいにほいくえん,港北区,〒222-0011 神奈川県横浜市港北区菊名６丁目１５−１４,35.5144609,139.6308335,https://maps.google.com/?cid=3645874141753733604,"establishment,point_of_interest,school",045-430-5099,https://www.aunty-i.com/hikarinosono.html#nursery2,,菊名地区センター前駅,きくな,2
1410051026623,Gakkenほいくえん綱島,Gakkenほいくえんつなしま,港北区,〒223-0052 神奈川県横浜市港北区綱島東３丁目５−５７−１,35.539698,139.6425836,https://maps.google.com/?cid=1678755130596991003,"establishment,point_of_interest,school",045-642-3956,https://nursery.cocofump.co.jp/nursery/tsunashima/,,綱島駅,しんつなしま,13
1410051015709,光の園保育園,ひかりのそのほいくえん,港北区,〒222-0021 神奈川県横浜市港北区篠原北２丁目４−９ パールエイト菊名,35.510017,139.629633,https://maps.google.com/?cid=12402856245868844744,"establishment,point_of_interest,school",045-423-6755,http://www.aunty-i.com/sp/hikarinosono.html,,菊名駅,きくな,3
1410051024230,光の園アンティー保育園,ひかりのそのあんてぃーほいくえん,港北区,〒222-0011 神奈川県横浜市港北区菊名１丁目６−１４,35.4983114,139.6319311,https://maps.google.com/?cid=17435862794583574322,"establishment,point_of_interest,school",045-716-8326,http://aunty-i.com/,,妙蓮寺駅,みょうれんじ,2
1410051019008,横浜市港北保育園,よこはましこうほくほいくえん,港北区,〒222-0023 神奈川県横浜市港北区仲手原２丁目２０−１９,35.496176,139.631452,https://maps.google.com/?cid=1592050161556769438,"establishment,point_of_interest,school",045-421-8575,https://www.city.yokohama.lg.jp/kohoku/kosodate_kyoiku/hoiku/hoikujo/kohoku.html,,妙蓮寺駅,みょうれんじ,5
1410051028561,オハナ新羽保育園,おはなしんはねほいくえん,港北区,〒223-0057 神奈川県横浜市港北区新羽町１６８５−２,35.528451,139.611968,https://maps.google.com/?cid=2676927977747901871,"establishment,point_of_interest,school",045-532-0810,http://kiyukai.or.jp/ohana_nippa/,,新羽駅,おおくらやま,1
1410051025633,パレット保育園・妙蓮寺,ぱれっとほいくえん・みょうれんじ,港北区,〒222-0023 神奈川県横浜市港北区仲手原１丁目１８−１３,35.4956041,139.6341672,https://maps.google.com/?cid=8170443963505173908,"establishment,point_of_interest,school",045-710-0149,https://p-hoiku.com/info/72-2/%E5%90%84%E5%9C%92%E6%83%85%E5%A0%B1_%E5%A6%99%E8%93%AE%E5%AF%BA/,,仲手原アパート前駅,みょうれんじ,5
1410051017127,岩崎学園新横浜第二保育園,いわさきがくえんしんよこはまだいにほいくえん,港北区,〒222-0033 神奈川県横浜市港北区新横浜３丁目２２−１９,35.5123982,139.6182743,https://maps.google.com/?cid=15892592637556186859,"establishment,point_of_interest,school",045-474-5630,https://hoiku.iwasaki.ac.jp/kosodate/isyh2/index.html,,横浜アリーナ前駅,しんよこはま,4
1410051019651,大豆戸どろんこ保育園,まめどどろんこほいくえん,港北区,〒222-0032 神奈川県横浜市港北区大豆戸町９４３,35.51669260000001,139.6238065,https://maps.google.com/?cid=14182774340831929979,"establishment,point_of_interest,school",045-710-0906,https://www.doronko.jp/facilities/doronko-mamedo/?utm_source=GBP&utm_medium=click&utm_campaign=page_doronko-mamedo,,港北車庫前駅,おおくらやま,5
1410051019024,横浜市南日吉保育園,よこはましなんにちよしやすいくその,港北区,〒223-0062 神奈川県横浜市港北区日吉本町４丁目１０−５２ 横浜市立南日吉保育園,35.545476,139.634729,https://maps.google.com/?cid=15704695963566997803,"premise,street_address",045-561-6560,,,日吉本町駅,つなしま,11
1410051018232,Gakkenほいくえん日吉本町,Gakkenほいくえんひよしほんちょう,港北区,〒223-0062 神奈川県横浜市港北区日吉本町３丁目２３−１５,35.5477261,139.6384009,https://maps.google.com/?cid=14439652975982416963,"establishment,point_of_interest,school",045-560-2331,http://nursery.cocofump.co.jp/nursery/hiyoshihonchou/,,日吉本町駅,ひよし,9
1410051018240,日吉夢保育園,ひよしゆめほいくえん,港北区,〒223-0062 神奈川県横浜市港北区日吉本町５丁目７４−１,35.5504539,139.6268125,https://maps.google.com/?cid=9974789176088082531,"establishment,point_of_interest,school",045-562-4125,https://www.yumekoubou.or.jp/hoikuen/hiyoshiyume/,,高田駅,つなしま,12
1410051019644,第二尚花愛児園,だいにたかしはなあいじその,港北区,〒223-0053 神奈川県横浜市港北区綱島西１丁目１６−２７,35.5388901,139.6320937,https://maps.google.com/?cid=14592604322847215381,"establishment,point_of_interest,school",045-542-2004,http://dai2-shoka-aijien.jp/,,綱島駅,つなしま,9
1410051024693,クレシュ新横浜,くれしゅしんよこはま,港北区,〒222-0033 神奈川県横浜市港北区新横浜３丁目２−４ プレシア新横浜 3F,35.5109871,139.6213378,https://maps.google.com/?cid=18139995068442836747,"establishment,point_of_interest,school",045-473-5252,http://www.creche-shinyokohama.net/,,横浜アリーナ前駅,しんよこはま,2
1410051027878,ヒューマンアカデミー大倉山保育園,ひゅーまんあかでみーおおくらやまほいくえん,港北区,〒222-0002 神奈川県横浜市港北区師岡町２９８,35.5187655,139.6354863,https://maps.google.com/?cid=18167514633964426168,"establishment,point_of_interest,school",045-546-3166,https://hoiku.athuman.com/access/#tab_access_okurayama,,港北区総合庁舎前駅,おおくらやま,2
1410051017242,アイグラン保育園高田東,あいぐらんほいくえんたかだひがし,港北区,〒223-0065 神奈川県横浜市港北区高田東４丁目２３−１７,35.5484765,139.6195632,https://maps.google.com/?cid=7751099625884830647,"establishment,point_of_interest,school",045-859-9302,https://ai-takadahigashi.hoiku-en.net/,,高田駅,つなしま,2
1410051026581,しんよしだこども園（保育所部分）,しんよしだこどもその（ほいくしょぶぶん）,港北区,〒223-0058 神奈川県横浜市港北区新吉田東６丁目１７−３,35.536528,139.621422,https://maps.google.com/?cid=2202488721305287478,"establishment,point_of_interest,school",045-549-5821,http://www.shinyoshida-hoikuen.or.jp/,,綱島駅,つなしま,20
1410051026466,明日葉保育園大倉山園,あしたばほいくえんおおくらやまその,港北区,〒222-0037 神奈川県横浜市港北区大倉山１丁目１５−２１,35.5204863,139.6308617,https://maps.google.com/?cid=3074873590614070413,"establishment,point_of_interest,school",045-642-3561,https://www.ashita-ba.jp/hoiku/okurayama/,,港北区総合庁舎前駅,おおくらやま,4
1410051027142,スターチャイルド≪綱島ナーサリー≫,すたーちゃいるど≪つなしまなーさりー≫,港北区,〒223-0053 神奈川県横浜市港北区綱島西５丁目３−１５,35.5444884,139.6268246,https://maps.google.com/?cid=5500051003582131613,"establishment,point_of_interest,school",045-533-2201,https://www.starchild.jp/nursery/tsunashima,,高田駅,つなしま,13
1410051027829,小学館アカデミーひよし保育園,しょうがくかんあかでみーひよしほいくえん,港北区,〒223-0051 神奈川県横浜市港北区箕輪町２丁目２−１２ アリアソワン・プレミアム日吉 101,35.5473856,139.6446911,https://maps.google.com/?cid=8681950115849938136,"establishment,point_of_interest,school",045-560-1710,https://hoiku.shopro.co.jp/hoiku/about/nursery/hiyoshi.html,,プラウドシティ日吉駅,ひよし,1
1410051023992,ベネッセ　綱島台保育園,べねっせつなしまだいほいくえん,港北区,〒223-0054 神奈川県横浜市港北区綱島台１７−２３,35.54296679999999,139.632252,https://maps.google.com/?cid=5475732957261791322,"establishment,point_of_interest,school",045-534-0351,https://hoiku.benesse-style-care.co.jp/facilities/area_kanagawa/yokohama/h-tsunashimadai/,,綱島駅,つなしま,15
1410051015691,パレット保育園・綱島,ぱれっとほいくえん・つなしま,港北区,〒223-0053 神奈川県横浜市港北区綱島西１丁目２ パレット保育園・綱島,35.537881,139.6354742,https://maps.google.com/?cid=6019063931784738804,"premise,street_address",045-540-0301,https://p-hoiku.com/info/72-2/%E5%90%84%E5%9C%92%E6%83%85%E5%A0%B1_%E3%81%9F%E3%81%BE%E3%83%97%E3%83%A9%E3%83%BC%E3%82%B6/,,綱島駅,つなしま,2
1410051027977,さくらんぼ保育園,さくらんぼほいくえん,港北区,〒223-0062 神奈川県横浜市港北区日吉本町１丁目２−９ 浜大 ビル ４Ｆ,35.553934,139.645418,https://maps.google.com/?cid=13604554684744408955,"establishment,point_of_interest,school",045-564-5518,https://sakuranbo-hoikuen.com/,,日吉駅,ひよし,5
1410051026011,まなびの森　菊名こども園,まなびのもりきくなこどもその,港北区,〒222-0013 神奈川県横浜市港北区錦が丘１９−１８,35.5078074,139.6301351,https://maps.google.com/?cid=9816246843588808212,"establishment,point_of_interest,school",045-947-2020,http://kodomonomori.co.jp/ki/,,菊名駅,きくな,6
1410051018216,アスク日吉本町開善保育園,あすくひよしほんちょうかいよしやすいくその,港北区,〒223-0062 神奈川県横浜市港北区日吉本町２丁目４６−１１,35.5515575,139.6356741,https://maps.google.com/?cid=1283279496948274257,"establishment,point_of_interest,school",045-562-0895,https://list.nihonhoiku.co.jp/nursery/detail/hiyoshihoncho/?utm_source=google&utm_medium=map&utm_campaign=gbp,,日吉本町駅,ひよし,5
1410051018257,ペガサス新横浜保育園,ぺがさすしんよこはまほいくえん,港北区,〒222-0033 神奈川県横浜市港北区新横浜３丁目２４−１４,35.5140227,139.6204427,https://maps.google.com/?cid=3201634689270515873,"establishment,point_of_interest,school",045-476-0768,http://www.yamayuri-kai.jp/shinyokohamaindex.html,,太尾新道駅,しんよこはま,2
1410051014934,マーマしのはら保育園,まーましのはらほいくえん,港北区,〒222-0026 神奈川県横浜市港北区篠原町９７４−２５,35.5010425,139.6214015,https://maps.google.com/?cid=16139365503080370619,"establishment,point_of_interest,school",045-439-0048,https://www.mama-hoikuen.com/,,武相台駅,しんよこはま,9
1410051017093,アスク大倉山保育園,あすくおおくらやまほいくえん,港北区,〒222-0037 神奈川県横浜市港北区大倉山４丁目１−１ BROTE大倉山 1F,35.51809009999999,139.6251737,https://maps.google.com/?cid=3483781887039518142,"establishment,point_of_interest,school",045-549-5282,https://list.nihonhoiku.co.jp/nursery/detail/okurayama/?utm_source=google&utm_medium=map&utm_campaign=gbp,,新菊名橋駅,おおくらやま,5
1410051014900,ケンパ高田,けんぱたかだ,港北区,〒223-0065 神奈川県横浜市港北区高田東４丁目１７−１７,35.5474166,139.6211202,https://maps.google.com/?cid=16933957469385260884,"establishment,point_of_interest,school",045-540-0400,https://www.kenpa.jp/nursery/takadaen/,,高田駅,つなしま,5
1410051017184,日吉みんなの保育園,ひよしみんなのほいくえん,港北区,〒223-0061 神奈川県横浜市港北区日吉２丁目９−６,35.5557124,139.6452724,https://maps.google.com/?cid=17989800127432245015,"establishment,point_of_interest,school",045-561-6041,https://hiyoshiminna.web.fc2.com/,,日吉駅東口駅,ひよし,9
1410051017168,第二福澤保育センター,だいにふくざわほいくせんたー,港北区,〒222-0026 神奈川県横浜市港北区篠原町２８２３,35.505064,139.621259,https://maps.google.com/?cid=18131802762111623344,"establishment,point_of_interest,school",045-434-1135,https://www.kuonen-kids.jp/sub2.html,,新横浜駅,しんよこはま,9
1410051014884,アスク日吉本町第二保育園,あすくひよしほんちょうだいにほいくえん,港北区,〒223-0062 神奈川県横浜市港北区日吉本町２丁目４６−２４,35.551642,139.6359752,https://maps.google.com/?cid=17930357459612784685,"establishment,point_of_interest,school",045-566-6445,https://list.nihonhoiku.co.jp/nursery/detail/hiyoshihoncho2/?utm_source=google&utm_medium=map&utm_campaign=gbp,,日吉本町駅,ひよし,5
1410051026730,木下の保育園日吉,きのしたのほいくえんひよし,港北区,〒223-0051 神奈川県横浜市港北区箕輪町３丁目１５−３８,35.5457811,139.6423552,https://maps.google.com/?cid=16548375992921782548,"establishment,point_of_interest,school",045-548-4066,https://www.kinoshita-hoiku.com/facility/hiyoshi,,日吉本町駅,ひよし,17
1410051015683,にじいろ保育園綱島,にじいろほいくえんつなしま,港北区,〒222-0032 神奈川県横浜市港北区綱島西３丁目４−８,35.5370716,139.6293898,https://maps.google.com/?cid=14568712869729033118,"establishment,point_of_interest,school",045-717-7241,https://www.like-kd.co.jp/establishment/nijiiro/HPtsunashima?utm_source=google&utm_medium=maps&utm_campaign=tsunashima,,綱島駅,つなしま,8
1410051025500,キッズパートナー綱島東,きっずぱーとなーつなしまひがし,港北区,〒223-0052 神奈川県横浜市港北区綱島東４丁目６−３３,35.5412137,139.6437546,https://maps.google.com/?cid=10353559374098582326,"establishment,point_of_interest,school",045-545-6230,https://www.care-partner.com/service/childcare/tunashimahigashi/,,綱島駅,しんつなしま,16
1410051015212,大倉山保育園,おおくらやまほいくえん,港北区,〒222-0003 神奈川県横浜市港北区大曽根１丁目７−１ 横浜市立大倉山保育園 大倉山保育園,35.524644,139.6320119,https://maps.google.com/?cid=2534306337361255909,"establishment,point_of_interest,school",045-542-5632,https://kyosaikai.jp/service/okurayama-hoiku/,,大曽根町駅,おおくらやま,3
1410051025971,ぶれすと綱島ほいくえん,ぶれすとつなしまほいくえん,港北区,〒222-0001 神奈川県横浜市港北区樽町２丁目３−１ １F,35.5304121,139.6386907,https://maps.google.com/?cid=9047719715835942052,"establishment,point_of_interest,school",045-947-2730,https://hoikuen.brest.co.jp/tsunashima/,,樽町中央駅,しんつなしま,2
1410051025468,天才キッズクラブ楽学館大倉山園,てんさいきっずくらぶがくがくかんおおくらやまその,港北区,〒222-0037 神奈川県横浜市港北区大倉山３丁目５５−３,35.5227424,139.6254348,https://maps.google.com/?cid=5441802059257783827,"establishment,point_of_interest,school",045-642-5795,http://tensaikids.jp/,,観音前駅,おおくらやま,3
1410051024016,コビープリスクールつなしま,こびーぷりすくーるつなしま,港北区,〒223-0055 神奈川県横浜市港北区綱島上町91−１,35.5356878,139.6247134,https://maps.google.com/?cid=17628665038648190957,"establishment,point_of_interest,school",045-633-8099,https://www.coby.jp/institute/tsunashima/,,綱島駅,つなしま,15
1410051023976,ブライト保育園横浜綱島,ぶらいとほいくえんよこはまつなしま,港北区,〒223-0058 神奈川県横浜市港北区新吉田東１丁目６−２６,35.54183,139.6231586,https://maps.google.com/?cid=12537984535841471345,"establishment,point_of_interest,school",045-542-0190,https://www.saiseikai.net/brighttsunashima/,,高田駅,つなしま,17
1410051017200,まめどくれっしゅ,まめどくれっしゅ,港北区,〒222-0032 神奈川県横浜市港北区大豆戸町４０−３,35.5194603,139.634174,https://maps.google.com/?cid=11146655340546214998,"establishment,point_of_interest,school",045-545-5002,https://www.doronko.jp/facilities/mamedokuresshu/?utm_source=GBP&utm_medium=click&utm_campaign=page_mamedokuresshu,,港北区総合庁舎前駅,おおくらやま,3
1410051023984,スターチャイルド≪新吉田ナーサリー≫,すたーちゃいるど≪しんきちたなーさりー≫,港北区,〒223-0058 神奈川県横浜市港北区新吉田東７丁目２８−１,35.5328338,139.6176562,https://maps.google.com/?cid=14717894369401166831,"establishment,point_of_interest,school",045-544-0366,https://www.starchild.jp/nursery/shinyoshida/,,下町会館前駅,つなしま,14
1410051024255,ポピンズナーサリースクール綱島,ぽぴんずなーさりーすくーるつなしま,港北区,〒223-0052 神奈川県横浜市港北区綱島東３丁目２−１５,35.5387454,139.6413635,https://maps.google.com/?cid=15572382129809802685,"establishment,point_of_interest,school",045-859-9892,https://www.poppins.co.jp/educare/room-search/tsunashima/?utm_source=gmap&utm_medium=room&utm_campaign=202210,,新綱島駅,しんつなしま,9
1410051019040,横浜市太尾保育園,よこはましたおほいくえん,港北区,〒222-0037 神奈川県横浜市港北区大倉山４丁目２４−７ 横浜市太尾保育園,35.520757,139.622453,https://maps.google.com/?cid=18270759436308641951,"establishment,point_of_interest,school",045-542-0852,https://www.city.yokohama.lg.jp/kohoku/kosodate_kyoiku/hoiku/hoikujo/hutoohoikuen.html,,港北土木事務所前駅,おおくらやま,4
1410051024008,木下の保育園　綱島東,きのしたのほいくえんつなしまひがし,港北区,〒223-0052 神奈川県横浜市港北区綱島東４丁目５−３５,35.541757,139.6432698,https://maps.google.com/?cid=8891763550229536035,"establishment,point_of_interest",045-543-6506,https://www.kinoshita-hoiku.com/facility/tsunashimahigashi,,綱島駅,しんつなしま,15
1410051024198,グローバルキッズ菊名園,ぐろーばるきっずきくなその,港北区,〒222-0011 神奈川県横浜市港北区菊名６丁目３−２０,35.5120875,139.6319338,https://maps.google.com/?cid=1071380562748966159,"establishment,point_of_interest,school",045-421-3577,http://www.gkids.co.jp/facilities/nursery_011.html,,菊名駅前駅,きくな,0
1410051015675,グローバルキッズ日吉園,ぐろーばるきっずひよしその,港北区,〒223-0061 神奈川県横浜市港北区日吉１丁目１０ グローバルキッズ日吉園,35.55645,139.6425261,https://maps.google.com/?cid=13385297955881866588,"premise,street_address",045-562-0321,https://www.gkids.co.jp/facilities/nursery_028.html,,日吉駅,ひよし,12
1410051015667,グローバルキッズ綱島園,ぐろーばるきっずつなしまその,港北区,〒223-0052 神奈川県横浜市港北区綱島東４丁目１１−３８,35.5395148,139.6448203,https://maps.google.com/?cid=3332092958829053326,"establishment,point_of_interest",045-545-1717,https://www.gkids.co.jp/facilities/nursery_039.html,,綱島駅,しんつなしま,15
1410051017101,アスク日吉東保育園,あすくひよしひがしほいくえん,港北区,〒223-0061 神奈川県横浜市港北区日吉７丁目２０−４４,35.5431376,139.6483612,https://maps.google.com/?cid=14563247226545749157,"establishment,point_of_interest,school",045-566-2226,https://list.nihonhoiku.co.jp/nursery/detail/hiyoshihigashi/?utm_source=google&utm_medium=map&utm_campaign=gbp,,宮前西町駅,ひよし,7
1410051026680,ぶれすと綱島二階ほいくえん,ぶれすとつなしまにかいほいくえん,港北区,〒222-0001 神奈川県横浜市港北区樽町２丁目３−１ ２F,35.5303442,139.638611,https://maps.google.com/?cid=13949536047226517933,"establishment,point_of_interest,school",045-834-8766,https://hoikuen.brest.co.jp/tsunashima-nikai/,,樽町中央駅,しんつなしま,2
1410051014298,マイ・ハート綱島東保育園,まい・はーとつなしまひがしほいくえん,港北区,〒223-0052 神奈川県横浜市港北区綱島東３丁目４−３２,35.5381171,139.6425364,https://maps.google.com/?cid=7046410975007993086,"establishment,point_of_interest,school",045-642-3700,https://my-heart.co.jp/%E3%83%9E%E3%82%A4%E3%83%BB%E3%83%8F%E3%83%BC%E3%83%88%E7%B6%B1%E5%B3%B6%E6%9D%B1%E4%BF%9D%E8%82%B2%E5%9C%92%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8/,,新綱島駅,しんつなしま,10
1410052004264,尚花ぞうさん保育室,たかしはなぞうさんほいくしつ,港北区,〒223-0053 神奈川県横浜市港北区綱島西２丁目１５−１４,35.5353078,139.6296886,https://maps.google.com/?cid=4810306996863588962,"establishment,point_of_interest,school",045-717-7471,http://www.shoka-aijien.or.jp/publics/index/43/,,綱島駅,つなしま,8
1410051023760,テンダーラビング保育園綱島東,てんだーらびんぐほいくえんつなしまひがし,港北区,〒223-0052 神奈川県横浜市港北区綱島東４丁目１０−３４,35.541573,139.646345,https://maps.google.com/?cid=1456853169132052564,"establishment,point_of_interest,school",045-633-7258,https://tlcs-ns.jp/facility/tsunashima/,,綱島駅,しんつなしま,19
1410051025641,キディ大倉山・横浜,きでぃおおくらやま・よこはま,港北区,〒222-0032 神奈川県横浜市港北区大豆戸町３５−１,35.5191771,139.6339165,https://maps.google.com/?cid=8266549736306309443,"establishment,point_of_interest,school",045-717-7122,https://www.shinkoufukushikai.com/hoiku/ninka/kiddy-okurayama,,港北区総合庁舎前駅,おおくらやま,2
1410051015634,くっくおさんぽ保育園,くっくおさんぽほいくえん,港北区,〒223-0061 神奈川県横浜市港北区日吉６丁目１−７,35.545629,139.652044,https://maps.google.com/?cid=12616409125295739202,"establishment,point_of_interest,school",045-566-6777,http://kukkuosanpo.com/,,日吉五丁目駅,ひよし,2
1410051014959,たかた保育園,たかたほいくえん,港北区,〒223-0066 神奈川県横浜市港北区高田西４丁目３５−１８ 横浜市立高田保育園,35.554939,139.615514,https://maps.google.com/?cid=9396006329328699631,"establishment,point_of_interest,school",045-592-3251,http://www.takata-hoikuen.jp/,,高田駅,つなしま,15
1410051024842,まなびの森　綱島こども園,まなびのもりつなしまこどもその,港北区,〒223-0052 神奈川県横浜市港北区綱島西６丁目２３,35.5418784,139.6391757,https://maps.google.com/?cid=15023933823284592167,"establishment,point_of_interest,school",045-547-6655,http://kodomonomori.co.jp/tu/,,綱島駅,しんつなしま,11
1410051027845,小学館アカデミーつなしま保育園,しょうがくかんあかでみーつなしまほいくえん,港北区,〒222-0001 神奈川県横浜市港北区樽町２丁目１３−２７,35.531361,139.633707,https://maps.google.com/?cid=17436087477363700836,"establishment,point_of_interest,school",045-542-1521,https://hoiku.shopro.co.jp/hoiku/about/nursery/tsunashima.html,,大綱橋駅,しんつなしま,2
1410051017275,たんぽぽ保育園,たんぽぽほいくえん,港北区,〒222-0037 神奈川県横浜市港北区大倉山５丁目４０−１５,35.5248334,139.6247439,https://maps.google.com/?cid=6803879219320238402,"establishment,point_of_interest,school",045-633-4141,http://tanpopo.kir.jp/,,観音前駅,おおくらやま,1
1410051024859,パレット保育園・大倉山,ぱれっとほいくえん・おおくらやま,港北区,〒222-0001 神奈川県横浜市港北区樽町１丁目１３−３,35.5267364,139.6334103,https://maps.google.com/?cid=16807357050388556052,"establishment,point_of_interest,school",045-859-9149,https://p-hoiku.com/info/72-2/%E5%90%84%E5%9C%92%E6%83%85%E5%A0%B1_%E5%A4%A7%E5%80%89%E5%B1%B1/,,大曽根町駅,おおくらやま,1
1410051025997,ちいさなたね保育園,ちいさなたねほいくえん,港北区,〒222-0002 神奈川県横浜市港北区師岡町８４６−１,35.5264148,139.6437729,https://maps.google.com/?cid=17682356721439793686,"establishment,point_of_interest,school",045-515-0619,https://bi-no.org/small,,表谷戸駅,しんつなしま,4
